activity_id,employee_id,first_name,last_name,business_unit,contract_type,sport_type,declared_sport,activity_date,start_ts,end_ts,duration_minutes,distance_km,source
5197,19773,Benoit,Fischer,Support,CDI,Marche,,2026-03-20,2026-03-20T08:08:30.913Z,2026-03-20T10:22:15.913Z,133.8,4.07,simulation_historical
5198,19773,Benoit,Fischer,Support,CDI,Marche,,2025-10-10,2025-10-10T18:39:30.913Z,2025-10-10T21:22:26.913Z,162.9,6.91,simulation_historical
5199,19773,Benoit,Fischer,Support,CDI,Marche,,2026-08-12,2026-08-12T23:10:30.913Z,2026-08-13T01:49:02.913Z,158.5,13.88,simulation_historical
5200,19773,Benoit,Fischer,Support,CDI,Marche,,2025-12-30,2025-12-30T22:43:30.913Z,2025-12-31T00:50:07.913Z,126.6,8.7,simulation_historical
5201,19773,Benoit,Fischer,Support,CDI,Marche,,2026-08-24,2026-08-24T19:20:30.913Z,2026-08-24T21:22:26.913Z,121.9,5.16,simulation_historical
5202,19773,Benoit,Fischer,Support,CDI,Marche,,2026-09-08,2026-09-08T03:54:30.913Z,2026-09-08T04:32:56.913Z,38.4,6.65,simulation_historical
5203,19773,Benoit,Fischer,Support,CDI,Marche,,2026-05-15,2026-05-15T16:02:30.913Z,2026-05-15T16:50:48.913Z,48.3,13.64,simulation_historical
5204,19773,Benoit,Fischer,Support,CDI,Marche,,2025-11-22,2025-11-22T15:56:30.913Z,2025-11-22T17:47:17.913Z,110.8,3.19,simulation_historical
5205,19773,Benoit,Fischer,Support,CDI,Marche,,2026-08-25,2026-08-25T04:10:30.913Z,2026-08-25T06:02:56.913Z,112.4,14.33,simulation_historical
5206,19773,Benoit,Fischer,Support,CDI,Marche,,2025-10-22,2025-10-22T09:51:30.913Z,2025-10-22T12:18:22.913Z,146.9,12.39,simulation_historical
5207,19773,Benoit,Fischer,Support,CDI,Marche,,2026-01-13,2026-01-13T19:33:30.913Z,2026-01-13T20:30:19.913Z,56.8,2.03,simulation_historical
5208,19773,Benoit,Fischer,Support,CDI,Marche,,2026-01-25,2026-01-25T14:26:30.913Z,2026-01-25T15:41:32.913Z,75.0,1.72,simulation_historical
5209,19773,Benoit,Fischer,Support,CDI,Marche,,2026-06-06,2026-06-06T14:24:30.913Z,2026-06-06T16:09:10.913Z,104.7,9.44,simulation_historical
5210,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-12-12,2025-12-12T00:28:30.913Z,2025-12-12T00:58:29.913Z,30.0,13.34,simulation_historical
5211,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-10-20,2025-10-20T09:26:30.913Z,2025-10-20T11:23:58.913Z,117.5,13.79,simulation_historical
5212,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-08-22,2026-08-22T19:23:30.913Z,2026-08-22T20:58:06.913Z,94.6,3.04,simulation_historical
5213,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-03-12,2026-03-12T01:48:30.913Z,2026-03-12T03:57:43.913Z,129.2,13.18,simulation_historical
5214,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-02-03,2026-02-03T03:23:30.913Z,2026-02-03T04:34:30.913Z,71.0,9.13,simulation_historical
5215,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-09-27,2025-09-27T00:21:30.913Z,2025-09-27T03:03:17.913Z,161.8,5.37,simulation_historical
5216,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-08-04,2026-08-04T16:17:30.913Z,2026-08-04T16:59:03.913Z,41.6,8.06,simulation_historical
5217,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-11-12,2025-11-12T10:10:30.913Z,2025-11-12T11:50:43.913Z,100.2,6.26,simulation_historical
5218,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-07-26,2026-07-26T13:24:30.913Z,2026-07-26T15:05:13.913Z,100.7,6.02,simulation_historical
5219,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-01-30,2026-01-30T19:59:30.913Z,2026-01-30T22:15:51.913Z,136.4,3.73,simulation_historical
5220,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-09-28,2025-09-28T01:22:30.913Z,2025-09-28T03:44:35.913Z,142.1,1.69,simulation_historical
5221,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-03-19,2026-03-19T20:17:30.913Z,2026-03-19T21:52:28.913Z,95.0,11.48,simulation_historical
5222,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-08-18,2026-08-18T13:02:30.913Z,2026-08-18T15:13:25.913Z,130.9,6.95,simulation_historical
5223,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-12-27,2025-12-27T16:01:30.913Z,2025-12-27T17:05:11.913Z,63.7,1.51,simulation_historical
5224,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-07-04,2026-07-04T20:01:30.913Z,2026-07-04T22:21:09.913Z,139.7,1.57,simulation_historical
5225,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-07-14,2026-07-14T13:29:30.913Z,2026-07-14T15:29:31.913Z,120.0,6.93,simulation_historical
5226,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-03-03,2026-03-03T21:42:30.913Z,2026-03-03T22:44:23.913Z,61.9,12.13,simulation_historical
5227,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-01-29,2026-01-29T04:21:30.913Z,2026-01-29T06:42:43.913Z,141.2,13.5,simulation_historical
5228,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-08-07,2026-08-07T21:36:30.913Z,2026-08-08T00:21:04.913Z,164.6,7.01,simulation_historical
5229,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-02-25,2026-02-25T05:03:30.913Z,2026-02-25T06:39:36.913Z,96.1,5.09,simulation_historical
5230,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-07-20,2026-07-20T14:57:30.913Z,2026-07-20T16:08:18.913Z,70.8,9.18,simulation_historical
5231,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-12-25,2025-12-25T02:46:30.913Z,2025-12-25T05:39:52.913Z,173.4,2.93,simulation_historical
5232,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-05-05,2026-05-05T06:59:30.913Z,2026-05-05T09:21:21.913Z,141.9,4.52,simulation_historical
5233,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-11-07,2025-11-07T06:00:30.913Z,2025-11-07T08:34:37.913Z,154.1,4.28,simulation_historical
5234,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-07-16,2026-07-16T10:50:30.913Z,2026-07-16T11:30:43.913Z,40.2,8.41,simulation_historical
5235,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-06-19,2026-06-19T17:16:30.913Z,2026-06-19T18:00:28.913Z,44.0,14.28,simulation_historical
5236,19841,Monique,Ledoux,R&D,CDI,Marche,,2025-10-02,2025-10-02T05:02:30.913Z,2025-10-02T06:57:22.913Z,114.9,12.63,simulation_historical
5237,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-08-13,2026-08-13T22:10:30.913Z,2026-08-13T23:49:47.913Z,99.3,5.91,simulation_historical
5238,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-06-27,2026-06-27T16:59:30.913Z,2026-06-27T18:07:02.913Z,67.5,14.0,simulation_historical
5239,19841,Monique,Ledoux,R&D,CDI,Marche,,2026-03-14,2026-03-14T23:30:30.913Z,2026-03-15T00:23:38.913Z,53.1,4.29,simulation_historical
5240,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-07,2026-07-07T07:54:30.913Z,2026-07-07T10:29:24.913Z,154.9,1.43,simulation_historical
5241,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-15,2026-03-15T22:08:30.913Z,2026-03-16T00:09:14.913Z,120.7,8.66,simulation_historical
5242,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-08,2025-12-08T11:05:30.913Z,2025-12-08T11:49:02.913Z,43.5,2.08,simulation_historical
5243,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-04-11,2026-04-11T02:59:30.913Z,2026-04-11T05:30:12.913Z,150.7,9.61,simulation_historical
5244,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-02-18,2026-02-18T01:52:30.913Z,2026-02-18T04:49:29.913Z,177.0,2.21,simulation_historical
5245,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-14,2026-07-14T05:03:30.913Z,2026-07-14T05:43:45.913Z,40.3,8.37,simulation_historical
5246,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-20,2026-01-20T18:11:30.913Z,2026-01-20T20:05:34.913Z,114.1,3.1,simulation_historical
5247,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-07,2025-12-07T19:07:30.913Z,2025-12-07T20:17:11.913Z,69.7,13.58,simulation_historical
5248,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-12,2026-07-12T02:12:30.913Z,2026-07-12T02:47:37.913Z,35.1,14.62,simulation_historical
5249,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-14,2026-07-14T23:35:30.913Z,2026-07-15T01:18:32.913Z,103.0,3.7,simulation_historical
5250,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-06-26,2026-06-26T04:45:30.913Z,2026-06-26T06:07:04.913Z,81.6,6.67,simulation_historical
5251,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-25,2025-12-25T05:50:30.913Z,2025-12-25T06:32:02.913Z,41.5,5.11,simulation_historical
5252,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-06-07,2026-06-07T19:09:30.913Z,2026-06-07T20:44:26.913Z,94.9,3.05,simulation_historical
5253,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-10-31,2025-10-31T06:05:30.913Z,2025-10-31T08:51:10.913Z,165.7,2.53,simulation_historical
5254,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-01,2026-01-01T19:34:30.913Z,2026-01-01T22:33:03.913Z,178.6,3.53,simulation_historical
5255,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-06-20,2026-06-20T18:05:30.913Z,2026-06-20T19:57:41.913Z,112.2,14.8,simulation_historical
5256,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-02,2025-12-02T13:52:30.913Z,2025-12-02T14:20:14.913Z,27.7,2.33,simulation_historical
5257,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-08-23,2026-08-23T18:55:30.913Z,2026-08-23T21:52:59.913Z,177.5,5.34,simulation_historical
5258,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-10-18,2025-10-18T08:55:30.913Z,2025-10-18T11:51:43.913Z,176.2,7.83,simulation_historical
5259,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-03,2025-11-03T19:43:30.913Z,2025-11-03T22:19:29.913Z,156.0,11.28,simulation_historical
5260,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-11,2025-12-11T06:03:30.913Z,2025-12-11T07:45:59.913Z,102.5,8.91,simulation_historical
5261,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-05-13,2026-05-13T18:19:30.913Z,2026-05-13T20:00:43.913Z,101.2,8.43,simulation_historical
5262,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-08-09,2026-08-09T17:41:30.913Z,2026-08-09T18:44:39.913Z,63.2,8.2,simulation_historical
5263,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-02-16,2026-02-16T00:15:30.913Z,2026-02-16T01:31:12.913Z,75.7,6.57,simulation_historical
5264,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-10,2025-11-10T11:24:30.913Z,2025-11-10T13:11:41.913Z,107.2,13.03,simulation_historical
5265,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-24,2026-03-24T03:36:30.913Z,2026-03-24T05:37:40.913Z,121.2,9.44,simulation_historical
5266,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-03,2025-12-03T12:24:30.913Z,2025-12-03T13:50:30.913Z,86.0,8.64,simulation_historical
5267,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-16,2026-07-16T07:16:30.913Z,2026-07-16T08:44:11.913Z,87.7,3.31,simulation_historical
5268,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-29,2026-07-29T14:26:30.913Z,2026-07-29T16:31:23.913Z,124.9,11.08,simulation_historical
5269,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-02-14,2026-02-14T07:49:30.913Z,2026-02-14T08:53:06.913Z,63.6,14.33,simulation_historical
5270,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-04-01,2026-04-01T20:58:30.913Z,2026-04-01T22:43:53.913Z,105.4,4.11,simulation_historical
5271,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-06-27,2026-06-27T00:12:30.913Z,2026-06-27T02:39:58.913Z,147.5,9.17,simulation_historical
5272,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-04-12,2026-04-12T00:43:30.913Z,2026-04-12T01:28:05.913Z,44.6,7.44,simulation_historical
5273,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-01,2026-01-01T01:29:30.913Z,2026-01-01T02:48:14.913Z,78.7,10.56,simulation_historical
5274,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-20,2026-03-20T14:41:30.913Z,2026-03-20T16:18:19.913Z,96.8,9.11,simulation_historical
5275,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-14,2025-11-14T19:01:30.913Z,2025-11-14T21:30:00.913Z,148.5,5.68,simulation_historical
5276,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-16,2025-12-16T14:50:30.913Z,2025-12-16T15:39:51.913Z,49.4,8.06,simulation_historical
5277,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-10,2026-07-10T06:58:30.913Z,2026-07-10T08:58:22.913Z,119.9,13.52,simulation_historical
5278,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-02-22,2026-02-22T04:42:30.913Z,2026-02-22T06:51:53.913Z,129.4,1.84,simulation_historical
5279,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-28,2025-11-28T22:32:30.913Z,2025-11-29T00:31:29.913Z,119.0,10.06,simulation_historical
5280,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-04-22,2026-04-22T13:20:30.913Z,2026-04-22T15:58:11.913Z,157.7,8.38,simulation_historical
5281,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-12-09,2025-12-09T06:52:30.913Z,2025-12-09T07:44:56.913Z,52.4,3.11,simulation_historical
5282,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-07-29,2026-07-29T03:21:30.913Z,2026-07-29T05:14:05.913Z,112.6,10.14,simulation_historical
5283,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-13,2026-03-13T11:32:30.913Z,2026-03-13T14:11:31.913Z,159.0,7.58,simulation_historical
5284,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-03,2026-01-03T14:42:30.913Z,2026-01-03T15:13:07.913Z,30.6,3.25,simulation_historical
5285,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-30,2026-03-30T00:11:30.913Z,2026-03-30T02:36:17.913Z,144.8,3.44,simulation_historical
5286,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-09,2025-11-09T23:36:30.913Z,2025-11-10T01:26:03.913Z,109.6,11.04,simulation_historical
5287,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-04-06,2026-04-06T10:19:30.913Z,2026-04-06T12:01:12.913Z,101.7,10.73,simulation_historical
5288,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-03-27,2026-03-27T22:51:30.913Z,2026-03-28T01:30:41.913Z,159.2,9.72,simulation_historical
5289,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-08,2026-01-08T17:08:30.913Z,2026-01-08T18:50:21.913Z,101.9,8.78,simulation_historical
5290,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-09-08,2026-09-08T04:23:30.913Z,2026-09-08T05:13:25.913Z,49.9,7.82,simulation_historical
5291,20083,Marcel,Jacquot,Support,CDI,Marche,,2025-11-22,2025-11-22T05:54:30.913Z,2025-11-22T06:21:46.913Z,27.3,10.78,simulation_historical
5292,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-01-17,2026-01-17T07:03:30.913Z,2026-01-17T10:01:27.913Z,178.0,10.46,simulation_historical
5293,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-05-22,2026-05-22T16:41:30.913Z,2026-05-22T19:40:50.913Z,179.3,8.87,simulation_historical
5294,20083,Marcel,Jacquot,Support,CDI,Marche,,2026-06-20,2026-06-20T23:04:30.913Z,2026-06-21T01:08:19.913Z,123.8,3.42,simulation_historical
5295,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-05-15,2026-05-15T14:08:30.913Z,2026-05-15T14:58:30.913Z,50.0,,simulation_historical
5296,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-06-11,2026-06-11T15:16:30.913Z,2026-06-11T17:02:09.913Z,105.7,,simulation_historical
5297,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-02-14,2026-02-14T11:18:30.913Z,2026-02-14T12:34:10.913Z,75.7,,simulation_historical
5298,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-02-17,2026-02-17T22:55:30.913Z,2026-02-18T01:24:16.913Z,148.8,,simulation_historical
5299,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-08-15,2026-08-15T17:36:30.913Z,2026-08-15T20:18:08.913Z,161.6,,simulation_historical
5300,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-06-01,2026-06-01T22:24:30.913Z,2026-06-02T00:55:07.913Z,150.6,,simulation_historical
5301,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-12-21,2025-12-21T03:24:30.913Z,2025-12-21T04:31:47.913Z,67.3,,simulation_historical
5302,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-01-23,2026-01-23T22:23:30.913Z,2026-01-24T01:12:40.913Z,169.2,,simulation_historical
5303,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-03-18,2026-03-18T17:55:30.913Z,2026-03-18T19:27:41.913Z,92.2,,simulation_historical
5304,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-11-08,2025-11-08T00:32:30.913Z,2025-11-08T01:59:48.913Z,87.3,,simulation_historical
5305,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-26,2026-04-26T22:25:30.913Z,2026-04-26T23:46:54.913Z,81.4,,simulation_historical
5306,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-17,2026-04-17T05:59:30.913Z,2026-04-17T07:16:06.913Z,76.6,,simulation_historical
5307,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-09-27,2025-09-27T17:13:30.913Z,2025-09-27T19:00:04.913Z,106.6,,simulation_historical
5308,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-01-14,2026-01-14T04:09:30.913Z,2026-01-14T05:44:10.913Z,94.7,,simulation_historical
5309,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-22,2026-04-22T12:08:30.913Z,2026-04-22T14:56:49.913Z,168.3,,simulation_historical
5310,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-03-06,2026-03-06T02:52:30.913Z,2026-03-06T04:46:44.913Z,114.2,,simulation_historical
5311,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-04,2026-07-04T06:42:30.913Z,2026-07-04T08:21:02.913Z,98.5,,simulation_historical
5312,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-08-07,2026-08-07T03:45:30.913Z,2026-08-07T06:06:17.913Z,140.8,,simulation_historical
5313,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-10-16,2025-10-16T06:57:30.913Z,2025-10-16T09:28:19.913Z,150.8,,simulation_historical
5314,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-05-30,2026-05-30T08:52:30.913Z,2026-05-30T11:39:34.913Z,167.1,,simulation_historical
5315,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-30,2026-04-30T22:00:30.913Z,2026-04-30T23:34:40.913Z,94.2,,simulation_historical
5316,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-08,2026-07-08T12:05:30.913Z,2026-07-08T13:30:50.913Z,85.3,,simulation_historical
5317,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-05-15,2026-05-15T14:02:30.913Z,2026-05-15T16:47:30.913Z,165.0,,simulation_historical
5318,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-05-23,2026-05-23T19:30:30.913Z,2026-05-23T20:04:50.913Z,34.3,,simulation_historical
5319,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-27,2026-07-27T02:23:30.913Z,2026-07-27T04:52:29.913Z,149.0,,simulation_historical
5320,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-26,2026-07-26T17:55:30.913Z,2026-07-26T18:53:02.913Z,57.5,,simulation_historical
5321,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-09-13,2026-09-13T21:45:30.913Z,2026-09-13T22:48:37.913Z,63.1,,simulation_historical
5322,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-02-19,2026-02-19T18:45:30.913Z,2026-02-19T21:15:23.913Z,149.9,,simulation_historical
5323,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-01-14,2026-01-14T19:32:30.913Z,2026-01-14T21:10:56.913Z,98.4,,simulation_historical
5324,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-05,2026-04-05T06:03:30.913Z,2026-04-05T06:39:39.913Z,36.2,,simulation_historical
5325,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-08-01,2026-08-01T19:08:30.913Z,2026-08-01T20:31:54.913Z,83.4,,simulation_historical
5326,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-12-16,2025-12-16T15:58:30.913Z,2025-12-16T16:28:41.913Z,30.2,,simulation_historical
5327,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-06-19,2026-06-19T01:48:30.913Z,2026-06-19T02:56:30.913Z,68.0,,simulation_historical
5328,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-08-29,2026-08-29T02:54:30.913Z,2026-08-29T05:29:46.913Z,155.3,,simulation_historical
5329,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-06-12,2026-06-12T15:49:30.913Z,2026-06-12T17:28:32.913Z,99.0,,simulation_historical
5330,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-08-28,2026-08-28T15:25:30.913Z,2026-08-28T18:20:35.913Z,175.1,,simulation_historical
5331,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-11-12,2025-11-12T11:45:30.913Z,2025-11-12T13:36:59.913Z,111.5,,simulation_historical
5332,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-04-24,2026-04-24T01:03:30.913Z,2026-04-24T03:51:51.913Z,168.4,,simulation_historical
5333,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-12-21,2025-12-21T23:48:30.913Z,2025-12-22T00:45:08.913Z,56.6,,simulation_historical
5334,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-01-01,2026-01-01T01:27:30.913Z,2026-01-01T02:40:09.913Z,72.7,,simulation_historical
5335,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-21,2026-07-21T05:34:30.913Z,2026-07-21T07:59:48.913Z,145.3,,simulation_historical
5336,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-10-20,2025-10-20T06:59:30.913Z,2025-10-20T08:10:20.913Z,70.8,,simulation_historical
5337,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-09-08,2026-09-08T16:23:30.913Z,2026-09-08T18:04:03.913Z,100.6,,simulation_historical
5338,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2025-11-29,2025-11-29T17:56:30.913Z,2025-11-29T19:09:14.913Z,72.7,,simulation_historical
5339,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-06-18,2026-06-18T19:50:30.913Z,2026-06-18T22:01:13.913Z,130.7,,simulation_historical
5340,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-02-09,2026-02-09T23:24:30.913Z,2026-02-10T00:08:11.913Z,43.7,,simulation_historical
5341,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-02-22,2026-02-22T18:38:30.913Z,2026-02-22T19:48:57.913Z,70.5,,simulation_historical
5342,20157,Damien,Menard,Ventes,CDI,Basketball,Basketball,2026-07-07,2026-07-07T00:24:30.913Z,2026-07-07T01:52:14.913Z,87.7,,simulation_historical
5343,20377,Génée,Boutin,Ventes,CDI,Marche,,2026-05-06,2026-05-06T03:29:30.913Z,2026-05-06T05:51:29.913Z,142.0,13.35,simulation_historical
5344,20377,Génée,Boutin,Ventes,CDI,Marche,,2026-05-03,2026-05-03T05:25:30.913Z,2026-05-03T08:24:33.913Z,179.1,12.84,simulation_historical
5345,20377,Génée,Boutin,Ventes,CDI,Marche,,2025-11-27,2025-11-27T15:28:30.913Z,2025-11-27T17:26:40.913Z,118.2,12.35,simulation_historical
5346,20377,Génée,Boutin,Ventes,CDI,Marche,,2026-05-19,2026-05-19T14:02:30.913Z,2026-05-19T14:54:46.913Z,52.3,8.63,simulation_historical
5347,20377,Génée,Boutin,Ventes,CDI,Marche,,2026-04-12,2026-04-12T10:19:30.913Z,2026-04-12T12:56:43.913Z,157.2,12.53,simulation_historical
5348,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-04-09,2026-04-09T17:37:30.913Z,2026-04-09T19:18:03.913Z,100.6,14.04,simulation_historical
5349,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2025-11-06,2025-11-06T08:30:30.913Z,2025-11-06T09:26:58.913Z,56.5,17.67,simulation_historical
5350,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-06-30,2026-06-30T00:57:30.913Z,2026-06-30T02:59:31.913Z,122.0,15.63,simulation_historical
5351,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2025-09-21,2025-09-21T21:46:30.913Z,2025-09-22T00:15:04.913Z,148.6,26.82,simulation_historical
5352,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2025-12-14,2025-12-14T17:52:30.913Z,2025-12-14T19:12:08.913Z,79.6,26.96,simulation_historical
5353,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-05-12,2026-05-12T17:56:30.913Z,2026-05-12T18:38:51.913Z,42.4,19.22,simulation_historical
5354,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-01-30,2026-01-30T22:59:30.913Z,2026-01-31T00:58:17.913Z,118.8,4.56,simulation_historical
5355,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2025-12-02,2025-12-02T12:41:30.913Z,2025-12-02T15:31:02.913Z,169.5,18.56,simulation_historical
5356,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-06-04,2026-06-04T21:10:30.913Z,2026-06-04T22:11:25.913Z,60.9,7.39,simulation_historical
5357,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-04-01,2026-04-01T23:16:30.913Z,2026-04-02T00:08:14.913Z,51.7,24.29,simulation_historical
5358,20697,Antoine,Cousin,Marketing,CDI,Randonnée,Randonnée,2026-06-02,2026-06-02T17:07:30.913Z,2026-06-02T19:40:58.913Z,153.5,4.98,simulation_historical
